seller_id,product_name,product_id,buyer_id,product_rating,product_price
1105,Forbake FB53111 - Measuring Spoon Plastic Set 5pcs Pink / Sendok Takar,12285,483,5.0,35000
1105,Forbake FB53111 - Measuring Spoon Plastic Set 5pcs Pink / Sendok Takar,12285,205,5.0,35000
1105,Forbake FB53111 - Measuring Spoon Plastic Set 5pcs Pink / Sendok Takar,12285,74,5.0,35000
1105,Forbake FB53111 - Measuring Spoon Plastic Set 5pcs Pink / Sendok Takar,12285,153,5.0,35000
1105,Forbake FB53111 - Measuring Spoon Plastic Set 5pcs Pink / Sendok Takar,12285,78,5.0,35000
1105,Forbake FB53111 - Measuring Spoon Plastic Set 5pcs Pink / Sendok Takar,12285,228,5.0,35000
1105,Forbake FB53111 - Measuring Spoon Plastic Set 5pcs Pink / Sendok Takar,12285,250,5.0,35000
1105,Forbake FB53111 - Measuring Spoon Plastic Set 5pcs Pink / Sendok Takar,12285,136,5.0,35000
516,Kompor Gas Portable 2 Fungsi,10728,63,5.0,200000
516,Kompor Gas Portable 2 Fungsi,10728,466,5.0,200000
516,Kompor Gas Portable 2 Fungsi,10728,71,5.0,200000
516,Kompor Gas Portable 2 Fungsi,10728,21,5.0,200000
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,34,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,81,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,153,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,379,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,269,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,82,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,182,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,453,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,16,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,195,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,226,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,1,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,286,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,145,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,396,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,315,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,488,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,177,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,413,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,319,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,193,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,185,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,379,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,53,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,413,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,17,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,311,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,373,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,309,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,409,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,1609,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,148,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,238,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,462,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,89,4.9,70500
1668,Mixing Bowl Sedang Ayam Jago Seri 2 / Ukuran 22cm / Mangkok+Tutup,10345,1707,4.9,70500
